image,label
D:\dataset_chain\water\input0/train/1646.tif,D:\dataset_chain\water\input0/train_label/1646.tif
D:\dataset_chain\water\input0/train/1647.tif,D:\dataset_chain\water\input0/train_label/1647.tif
D:\dataset_chain\water\input0/train/1648.tif,D:\dataset_chain\water\input0/train_label/1648.tif
D:\dataset_chain\water\input0/train/1649.tif,D:\dataset_chain\water\input0/train_label/1649.tif
D:\dataset_chain\water\input0/train/1650.tif,D:\dataset_chain\water\input0/train_label/1650.tif
D:\dataset_chain\water\input0/train/1651.tif,D:\dataset_chain\water\input0/train_label/1651.tif
D:\dataset_chain\water\input0/train/1652.tif,D:\dataset_chain\water\input0/train_label/1652.tif
D:\dataset_chain\water\input0/train/1653.tif,D:\dataset_chain\water\input0/train_label/1653.tif
D:\dataset_chain\water\input0/train/1654.tif,D:\dataset_chain\water\input0/train_label/1654.tif
D:\dataset_chain\water\input0/train/1655.tif,D:\dataset_chain\water\input0/train_label/1655.tif
D:\dataset_chain\water\input0/train/1656.tif,D:\dataset_chain\water\input0/train_label/1656.tif
D:\dataset_chain\water\input0/train/1657.tif,D:\dataset_chain\water\input0/train_label/1657.tif
D:\dataset_chain\water\input0/train/1658.tif,D:\dataset_chain\water\input0/train_label/1658.tif
D:\dataset_chain\water\input0/train/1659.tif,D:\dataset_chain\water\input0/train_label/1659.tif
D:\dataset_chain\water\input0/train/1660.tif,D:\dataset_chain\water\input0/train_label/1660.tif
D:\dataset_chain\water\input0/train/1661.tif,D:\dataset_chain\water\input0/train_label/1661.tif
D:\dataset_chain\water\input0/train/1662.tif,D:\dataset_chain\water\input0/train_label/1662.tif
D:\dataset_chain\water\input0/train/1663.tif,D:\dataset_chain\water\input0/train_label/1663.tif
D:\dataset_chain\water\input0/train/1664.tif,D:\dataset_chain\water\input0/train_label/1664.tif
D:\dataset_chain\water\input0/train/1665.tif,D:\dataset_chain\water\input0/train_label/1665.tif
D:\dataset_chain\water\input0/train/1666.tif,D:\dataset_chain\water\input0/train_label/1666.tif
D:\dataset_chain\water\input0/train/1667.tif,D:\dataset_chain\water\input0/train_label/1667.tif
D:\dataset_chain\water\input0/train/1668.tif,D:\dataset_chain\water\input0/train_label/1668.tif
D:\dataset_chain\water\input0/train/1669.tif,D:\dataset_chain\water\input0/train_label/1669.tif
D:\dataset_chain\water\input0/train/1670.tif,D:\dataset_chain\water\input0/train_label/1670.tif
D:\dataset_chain\water\input0/train/1671.tif,D:\dataset_chain\water\input0/train_label/1671.tif
D:\dataset_chain\water\input0/train/1672.tif,D:\dataset_chain\water\input0/train_label/1672.tif
D:\dataset_chain\water\input0/train/1673.tif,D:\dataset_chain\water\input0/train_label/1673.tif
D:\dataset_chain\water\input0/train/1674.tif,D:\dataset_chain\water\input0/train_label/1674.tif
D:\dataset_chain\water\input0/train/1675.tif,D:\dataset_chain\water\input0/train_label/1675.tif
D:\dataset_chain\water\input0/train/1676.tif,D:\dataset_chain\water\input0/train_label/1676.tif
D:\dataset_chain\water\input0/train/1677.tif,D:\dataset_chain\water\input0/train_label/1677.tif
D:\dataset_chain\water\input0/train/1678.tif,D:\dataset_chain\water\input0/train_label/1678.tif
D:\dataset_chain\water\input0/train/1679.tif,D:\dataset_chain\water\input0/train_label/1679.tif
D:\dataset_chain\water\input0/train/1680.tif,D:\dataset_chain\water\input0/train_label/1680.tif
D:\dataset_chain\water\input0/train/1681.tif,D:\dataset_chain\water\input0/train_label/1681.tif
D:\dataset_chain\water\input0/train/1682.tif,D:\dataset_chain\water\input0/train_label/1682.tif
D:\dataset_chain\water\input0/train/1683.tif,D:\dataset_chain\water\input0/train_label/1683.tif
D:\dataset_chain\water\input0/train/1684.tif,D:\dataset_chain\water\input0/train_label/1684.tif
D:\dataset_chain\water\input0/train/1685.tif,D:\dataset_chain\water\input0/train_label/1685.tif
D:\dataset_chain\water\input0/train/1686.tif,D:\dataset_chain\water\input0/train_label/1686.tif
D:\dataset_chain\water\input0/train/1687.tif,D:\dataset_chain\water\input0/train_label/1687.tif
D:\dataset_chain\water\input0/train/1688.tif,D:\dataset_chain\water\input0/train_label/1688.tif
D:\dataset_chain\water\input0/train/1689.tif,D:\dataset_chain\water\input0/train_label/1689.tif
D:\dataset_chain\water\input0/train/1690.tif,D:\dataset_chain\water\input0/train_label/1690.tif
D:\dataset_chain\water\input0/train/1691.tif,D:\dataset_chain\water\input0/train_label/1691.tif
D:\dataset_chain\water\input0/train/1692.tif,D:\dataset_chain\water\input0/train_label/1692.tif
D:\dataset_chain\water\input0/train/1693.tif,D:\dataset_chain\water\input0/train_label/1693.tif
D:\dataset_chain\water\input0/train/1694.tif,D:\dataset_chain\water\input0/train_label/1694.tif
D:\dataset_chain\water\input0/train/1695.tif,D:\dataset_chain\water\input0/train_label/1695.tif
D:\dataset_chain\water\input0/train/1696.tif,D:\dataset_chain\water\input0/train_label/1696.tif
D:\dataset_chain\water\input0/train/1697.tif,D:\dataset_chain\water\input0/train_label/1697.tif
D:\dataset_chain\water\input0/train/1698.tif,D:\dataset_chain\water\input0/train_label/1698.tif
D:\dataset_chain\water\input0/train/1699.tif,D:\dataset_chain\water\input0/train_label/1699.tif
D:\dataset_chain\water\input0/train/1700.tif,D:\dataset_chain\water\input0/train_label/1700.tif
D:\dataset_chain\water\input0/train/1701.tif,D:\dataset_chain\water\input0/train_label/1701.tif
D:\dataset_chain\water\input0/train/1702.tif,D:\dataset_chain\water\input0/train_label/1702.tif
D:\dataset_chain\water\input0/train/1703.tif,D:\dataset_chain\water\input0/train_label/1703.tif
D:\dataset_chain\water\input0/train/1704.tif,D:\dataset_chain\water\input0/train_label/1704.tif
D:\dataset_chain\water\input0/train/1705.tif,D:\dataset_chain\water\input0/train_label/1705.tif
D:\dataset_chain\water\input0/train/1706.tif,D:\dataset_chain\water\input0/train_label/1706.tif
D:\dataset_chain\water\input0/train/1707.tif,D:\dataset_chain\water\input0/train_label/1707.tif
D:\dataset_chain\water\input0/train/1708.tif,D:\dataset_chain\water\input0/train_label/1708.tif
D:\dataset_chain\water\input0/train/1709.tif,D:\dataset_chain\water\input0/train_label/1709.tif
D:\dataset_chain\water\input0/train/1710.tif,D:\dataset_chain\water\input0/train_label/1710.tif
D:\dataset_chain\water\input0/train/1711.tif,D:\dataset_chain\water\input0/train_label/1711.tif
D:\dataset_chain\water\input0/train/1712.tif,D:\dataset_chain\water\input0/train_label/1712.tif
D:\dataset_chain\water\input0/train/1713.tif,D:\dataset_chain\water\input0/train_label/1713.tif
D:\dataset_chain\water\input0/train/1714.tif,D:\dataset_chain\water\input0/train_label/1714.tif
D:\dataset_chain\water\input0/train/1715.tif,D:\dataset_chain\water\input0/train_label/1715.tif
D:\dataset_chain\water\input0/train/1716.tif,D:\dataset_chain\water\input0/train_label/1716.tif
D:\dataset_chain\water\input0/train/1717.tif,D:\dataset_chain\water\input0/train_label/1717.tif
D:\dataset_chain\water\input0/train/1718.tif,D:\dataset_chain\water\input0/train_label/1718.tif
D:\dataset_chain\water\input0/train/1719.tif,D:\dataset_chain\water\input0/train_label/1719.tif
D:\dataset_chain\water\input0/train/1720.tif,D:\dataset_chain\water\input0/train_label/1720.tif
D:\dataset_chain\water\input0/train/1721.tif,D:\dataset_chain\water\input0/train_label/1721.tif
D:\dataset_chain\water\input0/train/1722.tif,D:\dataset_chain\water\input0/train_label/1722.tif
D:\dataset_chain\water\input0/train/1723.tif,D:\dataset_chain\water\input0/train_label/1723.tif
D:\dataset_chain\water\input0/train/1724.tif,D:\dataset_chain\water\input0/train_label/1724.tif
D:\dataset_chain\water\input0/train/1725.tif,D:\dataset_chain\water\input0/train_label/1725.tif
D:\dataset_chain\water\input0/train/1726.tif,D:\dataset_chain\water\input0/train_label/1726.tif
D:\dataset_chain\water\input0/train/1727.tif,D:\dataset_chain\water\input0/train_label/1727.tif
D:\dataset_chain\water\input0/train/1728.tif,D:\dataset_chain\water\input0/train_label/1728.tif
D:\dataset_chain\water\input0/train/1729.tif,D:\dataset_chain\water\input0/train_label/1729.tif
D:\dataset_chain\water\input0/train/1730.tif,D:\dataset_chain\water\input0/train_label/1730.tif
D:\dataset_chain\water\input0/train/1731.tif,D:\dataset_chain\water\input0/train_label/1731.tif
D:\dataset_chain\water\input0/train/1732.tif,D:\dataset_chain\water\input0/train_label/1732.tif
D:\dataset_chain\water\input0/train/1733.tif,D:\dataset_chain\water\input0/train_label/1733.tif
D:\dataset_chain\water\input0/train/1734.tif,D:\dataset_chain\water\input0/train_label/1734.tif
D:\dataset_chain\water\input0/train/1735.tif,D:\dataset_chain\water\input0/train_label/1735.tif
D:\dataset_chain\water\input0/train/1736.tif,D:\dataset_chain\water\input0/train_label/1736.tif
D:\dataset_chain\water\input0/train/1737.tif,D:\dataset_chain\water\input0/train_label/1737.tif
D:\dataset_chain\water\input0/train/1738.tif,D:\dataset_chain\water\input0/train_label/1738.tif
D:\dataset_chain\water\input0/train/1739.tif,D:\dataset_chain\water\input0/train_label/1739.tif
D:\dataset_chain\water\input0/train/1740.tif,D:\dataset_chain\water\input0/train_label/1740.tif
D:\dataset_chain\water\input0/train/1741.tif,D:\dataset_chain\water\input0/train_label/1741.tif
D:\dataset_chain\water\input0/train/1742.tif,D:\dataset_chain\water\input0/train_label/1742.tif
D:\dataset_chain\water\input0/train/1743.tif,D:\dataset_chain\water\input0/train_label/1743.tif
D:\dataset_chain\water\input0/train/1744.tif,D:\dataset_chain\water\input0/train_label/1744.tif
D:\dataset_chain\water\input0/train/1745.tif,D:\dataset_chain\water\input0/train_label/1745.tif
D:\dataset_chain\water\input0/train/1746.tif,D:\dataset_chain\water\input0/train_label/1746.tif
D:\dataset_chain\water\input0/train/1747.tif,D:\dataset_chain\water\input0/train_label/1747.tif
D:\dataset_chain\water\input0/train/1748.tif,D:\dataset_chain\water\input0/train_label/1748.tif
D:\dataset_chain\water\input0/train/1749.tif,D:\dataset_chain\water\input0/train_label/1749.tif
D:\dataset_chain\water\input0/train/1750.tif,D:\dataset_chain\water\input0/train_label/1750.tif
D:\dataset_chain\water\input0/train/1751.tif,D:\dataset_chain\water\input0/train_label/1751.tif
D:\dataset_chain\water\input0/train/1752.tif,D:\dataset_chain\water\input0/train_label/1752.tif
D:\dataset_chain\water\input0/train/1753.tif,D:\dataset_chain\water\input0/train_label/1753.tif
D:\dataset_chain\water\input0/train/1754.tif,D:\dataset_chain\water\input0/train_label/1754.tif
D:\dataset_chain\water\input0/train/1755.tif,D:\dataset_chain\water\input0/train_label/1755.tif
D:\dataset_chain\water\input0/train/1756.tif,D:\dataset_chain\water\input0/train_label/1756.tif
D:\dataset_chain\water\input0/train/1757.tif,D:\dataset_chain\water\input0/train_label/1757.tif
D:\dataset_chain\water\input0/train/1758.tif,D:\dataset_chain\water\input0/train_label/1758.tif
D:\dataset_chain\water\input0/train/1759.tif,D:\dataset_chain\water\input0/train_label/1759.tif
D:\dataset_chain\water\input0/train/1760.tif,D:\dataset_chain\water\input0/train_label/1760.tif
D:\dataset_chain\water\input0/train/1761.tif,D:\dataset_chain\water\input0/train_label/1761.tif
D:\dataset_chain\water\input0/train/1762.tif,D:\dataset_chain\water\input0/train_label/1762.tif
D:\dataset_chain\water\input0/train/1763.tif,D:\dataset_chain\water\input0/train_label/1763.tif
D:\dataset_chain\water\input0/train/1764.tif,D:\dataset_chain\water\input0/train_label/1764.tif
D:\dataset_chain\water\input0/train/1765.tif,D:\dataset_chain\water\input0/train_label/1765.tif
D:\dataset_chain\water\input0/train/1766.tif,D:\dataset_chain\water\input0/train_label/1766.tif
D:\dataset_chain\water\input0/train/1767.tif,D:\dataset_chain\water\input0/train_label/1767.tif
D:\dataset_chain\water\input0/train/1768.tif,D:\dataset_chain\water\input0/train_label/1768.tif
D:\dataset_chain\water\input0/train/1769.tif,D:\dataset_chain\water\input0/train_label/1769.tif
D:\dataset_chain\water\input0/train/1770.tif,D:\dataset_chain\water\input0/train_label/1770.tif
D:\dataset_chain\water\input0/train/1771.tif,D:\dataset_chain\water\input0/train_label/1771.tif
D:\dataset_chain\water\input0/train/1772.tif,D:\dataset_chain\water\input0/train_label/1772.tif
D:\dataset_chain\water\input0/train/1773.tif,D:\dataset_chain\water\input0/train_label/1773.tif
D:\dataset_chain\water\input0/train/1774.tif,D:\dataset_chain\water\input0/train_label/1774.tif
D:\dataset_chain\water\input0/train/1775.tif,D:\dataset_chain\water\input0/train_label/1775.tif
D:\dataset_chain\water\input0/train/1776.tif,D:\dataset_chain\water\input0/train_label/1776.tif
D:\dataset_chain\water\input0/train/1777.tif,D:\dataset_chain\water\input0/train_label/1777.tif
D:\dataset_chain\water\input0/train/1778.tif,D:\dataset_chain\water\input0/train_label/1778.tif
D:\dataset_chain\water\input0/train/1779.tif,D:\dataset_chain\water\input0/train_label/1779.tif
D:\dataset_chain\water\input0/train/1780.tif,D:\dataset_chain\water\input0/train_label/1780.tif
D:\dataset_chain\water\input0/train/1781.tif,D:\dataset_chain\water\input0/train_label/1781.tif
D:\dataset_chain\water\input0/train/1782.tif,D:\dataset_chain\water\input0/train_label/1782.tif
D:\dataset_chain\water\input0/train/1783.tif,D:\dataset_chain\water\input0/train_label/1783.tif
D:\dataset_chain\water\input0/train/1784.tif,D:\dataset_chain\water\input0/train_label/1784.tif
D:\dataset_chain\water\input0/train/1785.tif,D:\dataset_chain\water\input0/train_label/1785.tif
D:\dataset_chain\water\input0/train/1786.tif,D:\dataset_chain\water\input0/train_label/1786.tif
D:\dataset_chain\water\input0/train/1787.tif,D:\dataset_chain\water\input0/train_label/1787.tif
D:\dataset_chain\water\input0/train/1788.tif,D:\dataset_chain\water\input0/train_label/1788.tif
D:\dataset_chain\water\input0/train/1789.tif,D:\dataset_chain\water\input0/train_label/1789.tif
D:\dataset_chain\water\input0/train/1790.tif,D:\dataset_chain\water\input0/train_label/1790.tif
D:\dataset_chain\water\input0/train/1791.tif,D:\dataset_chain\water\input0/train_label/1791.tif
D:\dataset_chain\water\input0/train/1792.tif,D:\dataset_chain\water\input0/train_label/1792.tif
D:\dataset_chain\water\input0/train/1793.tif,D:\dataset_chain\water\input0/train_label/1793.tif
D:\dataset_chain\water\input0/train/1794.tif,D:\dataset_chain\water\input0/train_label/1794.tif
D:\dataset_chain\water\input0/train/1795.tif,D:\dataset_chain\water\input0/train_label/1795.tif
D:\dataset_chain\water\input0/train/1796.tif,D:\dataset_chain\water\input0/train_label/1796.tif
D:\dataset_chain\water\input0/train/1797.tif,D:\dataset_chain\water\input0/train_label/1797.tif
D:\dataset_chain\water\input0/train/1798.tif,D:\dataset_chain\water\input0/train_label/1798.tif
D:\dataset_chain\water\input0/train/1799.tif,D:\dataset_chain\water\input0/train_label/1799.tif
D:\dataset_chain\water\input0/train/1800.tif,D:\dataset_chain\water\input0/train_label/1800.tif
D:\dataset_chain\water\input0/train/1801.tif,D:\dataset_chain\water\input0/train_label/1801.tif
D:\dataset_chain\water\input0/train/1802.tif,D:\dataset_chain\water\input0/train_label/1802.tif
D:\dataset_chain\water\input0/train/1803.tif,D:\dataset_chain\water\input0/train_label/1803.tif
D:\dataset_chain\water\input0/train/1804.tif,D:\dataset_chain\water\input0/train_label/1804.tif
D:\dataset_chain\water\input0/train/1805.tif,D:\dataset_chain\water\input0/train_label/1805.tif
D:\dataset_chain\water\input0/train/1806.tif,D:\dataset_chain\water\input0/train_label/1806.tif
D:\dataset_chain\water\input0/train/1807.tif,D:\dataset_chain\water\input0/train_label/1807.tif
D:\dataset_chain\water\input0/train/1808.tif,D:\dataset_chain\water\input0/train_label/1808.tif
D:\dataset_chain\water\input0/train/1809.tif,D:\dataset_chain\water\input0/train_label/1809.tif
D:\dataset_chain\water\input0/train/1810.tif,D:\dataset_chain\water\input0/train_label/1810.tif
D:\dataset_chain\water\input0/train/1811.tif,D:\dataset_chain\water\input0/train_label/1811.tif
D:\dataset_chain\water\input0/train/1812.tif,D:\dataset_chain\water\input0/train_label/1812.tif
D:\dataset_chain\water\input0/train/1813.tif,D:\dataset_chain\water\input0/train_label/1813.tif
D:\dataset_chain\water\input0/train/1814.tif,D:\dataset_chain\water\input0/train_label/1814.tif
D:\dataset_chain\water\input0/train/1815.tif,D:\dataset_chain\water\input0/train_label/1815.tif
D:\dataset_chain\water\input0/train/1816.tif,D:\dataset_chain\water\input0/train_label/1816.tif
D:\dataset_chain\water\input0/train/1817.tif,D:\dataset_chain\water\input0/train_label/1817.tif
D:\dataset_chain\water\input0/train/1818.tif,D:\dataset_chain\water\input0/train_label/1818.tif
